,Unnamed: 0,0
24,24,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
25,25,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
26,26,"RT @DZMMTeleRadyo: [As of July 25] Umabot na sa 17,202,421 doses ng #COVID19VaccinePH ang naiturok sa Pilipinas.

Umakyat sa 6,089,314 ang…"
27,27,"RT @ANCALERTS: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
28,28,"RT @DZMMTeleRadyo: [As of July 25] Umabot na sa 17,202,421 doses ng #COVID19VaccinePH ang naiturok sa Pilipinas.

Umakyat sa 6,089,314 ang…"
29,29,"RT @ABSCBNNews: As of July 25, the Philippines has administered 17,202,421 doses of #COVID19 vaccines. 

6,089,314 Filipinos are now fully…"
30,30,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
31,31,"RT @ANCALERTS: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
32,32,"RT @ANCALERTS: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
33,33,"RT @ANCALERTS: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
34,34,"RT @ANCALERTS: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
35,35,"LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷… https://t.co/OzekEq9QsS"
36,36,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
37,37,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
38,38,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
39,39,"RT @ABSCBNNews: As of July 25, the Philippines has administered 17,202,421 doses of #COVID19 vaccines. 

6,089,314 Filipinos are now fully…"
40,40,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
41,41,"RT @DZMMTeleRadyo: [As of July 25] Umabot na sa 17,202,421 doses ng #COVID19VaccinePH ang naiturok sa Pilipinas.

Umakyat sa 6,089,314 ang…"
42,42,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
43,43,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
44,44,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
45,45,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
46,46,"RT @ABSCBNNews: LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷: Manila…"
47,47,"LOOK: Manila City opens new vaccination site in UST (@UST1611official) | via @_katrinadomingo #COVID19VaccinePH

(📷… https://t.co/zWWNPbhAEb"
48,48,"RT @ABSCBNNews: As of July 25, the Philippines has administered 17,202,421 doses of #COVID19 vaccines. 

6,089,314 Filipinos are now fully…"
49,49,"RT @DZMMTeleRadyo: [As of July 25] Umabot na sa 17,202,421 doses ng #COVID19VaccinePH ang naiturok sa Pilipinas.

Umakyat sa 6,089,314 ang…"
50,50,"[As of July 25] Umabot na sa 17,202,421 doses ng #COVID19VaccinePH ang naiturok sa Pilipinas.

Umakyat sa 6,089,314… https://t.co/CmhMj1ccP5"
51,51,"As of July 25, the Philippines has administered 17,202,421 doses of #COVID19 vaccines. 

6,089,314 Filipinos are no… https://t.co/877pPPwBq1"
52,52,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
53,53,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
54,54,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
55,55,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
56,56,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
57,57,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
58,58,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
59,59,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
60,60,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
61,61,"RT @ABSCBNNews: LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully vaccinate…"
62,62,"LOOK: Pasig City's vaccine report. 

Pasig Mayor Vico Sotto says most senior citizens in the city have been fully v… https://t.co/X7a2NpeQ32"
63,63,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
64,64,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
65,65,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
66,66,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
67,67,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
68,68,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
69,69,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
70,70,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
71,71,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
72,72,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
73,73,RT @ABSCBNNews: JUST IN: Another batch of government-procured Sinovac vaccines containing 1 million doses arrive at NAIA Terminal 3 this Fr…
74,74,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
75,75,"RT @ANCALERTS: Duterte denies COVID-19 vaccine shortage in PH, shuns walk-ins #COVID19VaccinePH https://t.co/X0Gz02jTKY"
76,76,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
77,77,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
78,78,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
79,79,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
80,80,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
81,81,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
82,82,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
83,83,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
84,84,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
85,85,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
86,86,RT @YahooPH: The National Task Force Against Covid-19 reported that the number of fully vaccinated individuals in the Philippines increased…
87,87,The National Task Force Against Covid-19 reported that the number of fully vaccinated individuals in the Philippine… https://t.co/qxkVWqAxuR
88,88,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
89,89,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
90,90,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
91,91,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
92,92,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
93,93,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
94,94,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
95,95,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
96,96,"RT @arab2ph: فيديو: يحتشد الالاف  للحصول على الجرعة الأولى من #COVID19VaccinePH على بوابات مجمع سان أندريس بوكيد في #مانيلا 
 أعلن المسؤولو…"
97,97,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
98,98,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
99,99,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
100,100,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
101,101,"RT @ABSCBNNews: Duterte denies COVID-19 vaccine shortage in PH, shuns walk-ins #COVID19VaccinePH https://t.co/zyas2wQK7p"
102,102,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
103,103,"RT @ABSCBNNews: Duterte denies COVID-19 vaccine shortage in PH, shuns walk-ins #COVID19VaccinePH https://t.co/zyas2wQK7p"
104,104,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
105,105,"RT @ABSCBNNews: Higit 5.5 milyong Pilipino na ang nakatanggap ng dalawang dose ng #COVID19VaccinePH, sabi ng National Task Force Against CO…"
106,106,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
107,107,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
108,108,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
109,109,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
110,110,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
111,111,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
112,112,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
113,113,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
114,114,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
115,115,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
116,116,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
117,117,"RT @ABSCBNNews: Duterte denies COVID-19 vaccine shortage in PH, shuns walk-ins #COVID19VaccinePH https://t.co/zyas2wQK7p"
118,118,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
119,119,"Duterte denies COVID-19 vaccine shortage in PH, shuns walk-ins #COVID19VaccinePH https://t.co/zyas2wQK7p"
120,120,"Duterte denies COVID-19 vaccine shortage in PH, shuns walk-ins #COVID19VaccinePH https://t.co/X0Gz02jTKY"
121,121,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
122,122,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
123,123,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
124,124,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
125,125,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
126,126,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
127,127,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
128,128,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
129,129,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
130,130,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
131,131,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
132,132,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
133,133,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
134,134,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
135,135,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
136,136,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
137,137,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
138,138,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
139,139,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
140,140,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
141,141,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
142,142,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
143,143,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
144,144,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
145,145,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
146,146,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
147,147,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
148,148,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
149,149,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
150,150,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
151,151,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
152,152,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
153,153,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
154,154,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
155,155,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
156,156,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
157,157,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
158,158,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
159,159,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
160,160,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
161,161,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
162,162,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
163,163,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
164,164,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
165,165,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
166,166,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
167,167,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
168,168,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
169,169,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
170,170,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
171,171,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
172,172,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
173,173,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
174,174,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
175,175,"RT @ABSCBNNews: WATCH: Kathryn and Daniel get their 2nd doses of #COVID19 vaccine #COVID19VaccinePH 

https://t.co/X6XJY2MrzW"
